age;gender;inccat;ed;marital;savings
30;Женский;18 - 24;Незаконченное высшее;Женат (замужем);9,3
29;Мужской;18 - 24;Среднее;Женат (замужем);11
31;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);25,7
48;Мужской;25 - 49;Неполное среднее;Женат (замужем);19,7
48;Мужской;75+;Незаконченное высшее;Не женат (не замужем);92,8
55;Мужской;75+;Неполное среднее;Не женат (не замужем);37,4
71;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);6,5
43;Женский;50 - 74;Среднее;Не женат (не замужем);33
39;Женский;75+;Среднее;Женат (замужем);60,7
53;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);34,7
45;Женский;75+;Неполное среднее;Не женат (не замужем);47,7
25;Мужской;50 - 74;Среднее специальное;Женат (замужем);25,3
42;Женский;75+;Высшее, ученая степень;Женат (замужем);82,7
23;Мужской;25 - 49;Среднее;Женат (замужем);13,4
23;Женский;18 - 24;Среднее;Не женат (не замужем);7,9
40;Мужской;75+;Среднее;Не женат (не замужем);38,2
64;Мужской;75+;Высшее, ученая степень;Женат (замужем);69,7
35;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);15,6
26;Мужской;50 - 74;Высшее, ученая степень;Женат (замужем);25,4
65;Женский;75+;Среднее специальное;Женат (замужем);75
34;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);22,1
28;Женский;25 - 49;Незаконченное высшее;Женат (замужем);21,4
42;Мужской;25 - 49;Среднее;Женат (замужем);14,5
26;Мужской;18 - 24;Незаконченное высшее;Женат (замужем);11,9
33;Мужской;25 - 49;Среднее;Не женат (не замужем);21,6
65;Мужской;18 - 24;Среднее;Не женат (не замужем);8,5
37;Женский;75+;Незаконченное высшее;Не женат (не замужем);84
25;Женский;18 - 24;Среднее;Женат (замужем);10,2
41;Женский;75+;Неполное среднее;Женат (замужем);80,5
45;Женский;25 - 49;Среднее;Женат (замужем);24,8
56;Женский;75+;Среднее;Не женат (не замужем);43,2
64;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);21,4
48;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);23,2
34;Женский;25 - 49;Неполное среднее;Женат (замужем);13,5
52;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);40,9
56;Женский;25 - 49;Среднее;Не женат (не замужем);22,2
35;Женский;75+;Незаконченное высшее;Женат (замужем);71,4
33;Женский;50 - 74;Среднее;Не женат (не замужем);37
36;Женский;25 - 49;Незаконченное высшее;Женат (замужем);21,2
61;Женский;18 - 24;Незаконченное высшее;Женат (замужем);8,5
32;Женский;25 - 49;Среднее специальное;Не женат (не замужем);18,1
32;Женский;50 - 74;Среднее специальное;Женат (замужем);37
41;Мужской;25 - 49;Среднее специальное;Женат (замужем);13,8
29;Женский;25 - 49;Среднее;Женат (замужем);16,5
62;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);29,7
51;Мужской;75+;Среднее;Не женат (не замужем);96,8
44;Мужской;25 - 49;Среднее;Женат (замужем);16
39;Мужской;75+;Незаконченное высшее;Женат (замужем);50,6
50;Мужской;75+;Неполное среднее;Не женат (не замужем);70,4
39;Женский;50 - 74;Неполное среднее;Не женат (не замужем);33,7
56;Мужской;25 - 49;Неполное среднее;Женат (замужем);23,6
39;Женский;18 - 24;Среднее;Женат (замужем);10,5
27;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);18,2
48;Женский;50 - 74;Среднее;Не женат (не замужем);32,2
