Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel
PF88939,Nevada,7860.086842,No,Basic,Doctor,28.02.2011,Disabled,M,21726,Suburban,Married,104,20,79,0,8,Personal Auto,Branch
FG64765,Arizona,5016.553079,No,Basic,Bachelor,18.01.2011,Employed,M,36313,Urban,Single,67,3,38,2,9,Personal Auto,Agent
DC79319,California,3351.567048,No,Extended,Bachelor,17.01.2011,Employed,F,29160,Suburban,Single,87,25,62,0,1,Personal Auto,Branch
HS45195,California,6732.202033,No,Extended,High School or Below,29.01.2011,Unemployed,M,0,Suburban,Single,99,15,79,0,5,Personal Auto,Web
VN73653,Oregon,6423.739052,No,Basic,College,13.02.2011,Unemployed,M,0,Suburban,Single,188,5,67,0,1,Corporate Auto,Agent
WL72919,California,4974.8733,No,Basic,College,01.08.2011,Employed,F,48139,Suburban,Single,63,9,41,0,9,Personal Auto,Call Center
DO31181,Oregon,4739.297046,No,Extended,College,30.01.2011,Unemployed,F,0,Rural,Married,76,28,55,5,3,Personal Auto,Agent
WY23230,Oregon,6086.431746,No,Extended,College,24.02.2011,Retired,F,13688,Suburban,Divorced,84,25,2,0,8,Personal Auto,Agent
SK89479,California,5016.641406,No,Basic,College,20.01.2011,Unemployed,M,0,Suburban,Single,73,16,77,0,9,Corporate Auto,Branch
BM30720,Nevada,7341.794924,No,Basic,High School or Below,02.03.2011,Employed,F,27649,Suburban,Single,63,3,63,0,2,Personal Auto,Web
XG92008,Arizona,3215.196994,No,Extended,Master,23.02.2011,Employed,F,24191,Rural,Married,80,11,32,0,1,Personal Auto,Branch
CJ46674,Oregon,2533.796807,No,Basic,High School or Below,28.01.2011,Unemployed,M,0,Suburban,Single,71,11,77,0,1,Corporate Auto,Web
UJ31096,Oregon,5340.535477,No,Basic,High School or Below,02.11.2011,Employed,F,58493,Suburban,Married,67,13,53,0,4,Personal Auto,Agent
GS44464,California,3644.833554,No,Extended,High School or Below,15.01.2011,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Agent
XP35430,Oregon,6382.047596,No,Extended,College,19.02.2011,Employed,F,88663,Suburban,Married,79,20,86,0,7,Special Auto,Agent
QI51950,Nevada,4303.637883,No,Basic,High School or Below,02.12.2011,Employed,F,74057,Suburban,Single,109,27,24,0,1,Personal Auto,Branch
PL88841,Arizona,4228.734374,No,Basic,Bachelor,01.12.2011,Unemployed,M,0,Suburban,Married,63,2,82,2,8,Corporate Auto,Agent
ZW51790,Arizona,10426.08551,No,Basic,College,02.09.2011,Employed,F,52342,Suburban,Married,66,28,28,3,2,Personal Auto,Agent
MY80820,California,2484.747576,No,Basic,Bachelor,19.02.2011,Employed,M,42012,Rural,Married,63,13,84,0,1,Corporate Auto,Agent
NE13752,Arizona,8232.760182,No,Basic,Bachelor,01.12.2011,Employed,M,56021,Urban,Married,69,20,38,0,2,Personal Auto,Agent
VL51487,California,21768.69952,No,Extended,High School or Below,19.01.2011,Employed,M,35124,Suburban,Married,137,18,46,0,2,Personal Auto,Call Center
DD97473,Oregon,2160.920387,No,Basic,High School or Below,01.11.2011,Unemployed,F,0,Suburban,Single,62,4,49,1,1,Personal Auto,Agent
QJ89807,Nevada,4423.690041,No,Extended,High School or Below,02.11.2011,Unemployed,F,0,Suburban,Single,125,8,55,0,1,Personal Auto,Agent
GK24074,Arizona,3691.765242,No,Extended,College,14.01.2011,Employed,F,37202,Urban,Married,93,30,86,0,1,Personal Auto,Branch
DL61016,Oregon,4940.508153,No,Basic,College,20.02.2011,Employed,M,65985,Rural,Single,71,3,47,5,4,Special Auto,Agent
EV60177,California,8503.942634,No,Basic,High School or Below,02.08.2011,Employed,F,87771,Suburban,Single,74,8,9,4,2,Personal Auto,Branch
OS96036,Arizona,41143.09011,No,Basic,College,16.01.2011,Employed,F,63624,Urban,Married,115,10,40,2,2,Personal Auto,Agent
AF37776,California,10419.16743,No,Extended,Bachelor,16.01.2011,Employed,F,80192,Rural,Married,129,8,69,0,9,Personal Auto,Call Center
NC78961,Oregon,4139.89767,No,Basic,Bachelor,02.04.2011,Employed,M,35945,Suburban,Divorced,105,14,25,0,1,Personal Auto,Agent
YA15471,Oregon,7627.660848,No,Basic,College,01.07.2011,Employed,M,93004,Urban,Married,63,31,2,0,2,Corporate Auto,Branch
KX80728,Washington,6162.369756,No,Extended,High School or Below,23.01.2011,Unemployed,M,0,Suburban,Single,89,4,24,0,4,Personal Auto,Agent
VV47792,California,25807.063,No,Extended,College,13.02.2011,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Branch
GE80842,Oregon,15506.9278,No,Basic,College,01.04.2011,Employed,F,99159,Suburban,Married,190,7,14,0,5,Personal Auto,Branch
QA93530,Nevada,5757.489397,No,Basic,College,02.10.2011,Employed,F,81491,Rural,Divorced,72,21,24,0,3,Personal Auto,Agent
GA27295,California,39365.29616,No,Basic,Master,14.01.2011,Employed,F,99875,Rural,Divorced,108,12,37,0,2,Personal Auto,Call Center
EL55611,California,5555.492159,No,Extended,High School or Below,27.01.2011,Employed,F,51705,Urban,Married,139,26,79,0,1,Personal Auto,Agent
TL39050,Arizona,23893.3041,No,Extended,Bachelor,02.06.2011,Employed,F,39837,Rural,Married,201,11,63,0,2,Corporate Auto,Web
ZQ96022,Oregon,9594.78115,No,Extended,College,02.02.2011,Employed,F,31421,Suburban,Married,81,5,95,0,2,Personal Auto,Web
OM69210,Arizona,5411.936509,No,Extended,Bachelor,15.01.2011,Employed,M,81531,Urban,Married,135,23,50,0,1,Personal Auto,Web
VU72280,California,5318.89664,No,Basic,Bachelor,01.12.2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Corporate Auto,Call Center
WC21189,California,7731.713059,No,Extended,College,02.11.2011,Employed,F,37386,Suburban,Married,97,1,4,0,3,Corporate Auto,Branch
JX50334,California,2004.350666,No,Basic,College,22.02.2011,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Branch
GB70736,Oregon,5510.965059,No,Basic,College,21.01.2011,Employed,F,99553,Rural,Married,68,14,85,0,6,Corporate Auto,Web
PU21485,Arizona,11158.12643,No,Premium,Bachelor,18.02.2011,Unemployed,F,0,Suburban,Single,161,19,71,0,9,Corporate Auto,Call Center
MF49636,Arizona,5390.27165,No,Basic,High School or Below,23.02.2011,Employed,M,70705,Urban,Married,69,31,61,2,6,Personal Auto,Agent
TG29325,Nevada,2658.217729,No,Basic,College,01.12.2011,Employed,F,22724,Rural,Single,69,21,39,0,1,Personal Auto,Agent
MW83318,Oregon,8826.611996,No,Basic,College,24.02.2011,Employed,F,26320,Suburban,Married,111,3,92,0,9,Corporate Auto,Web
LM54297,Nevada,4713.404623,No,Basic,Bachelor,15.01.2011,Unemployed,M,0,Suburban,Single,69,7,90,0,8,Personal Auto,Agent
NI78185,California,2393.915369,No,Basic,College,31.01.2011,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Branch
HL14274,California,11895.18188,No,Extended,College,28.02.2011,Employed,F,88218,Rural,Divorced,99,9,25,0,2,Personal Auto,Web
SF86727,Nevada,5580.960642,No,Basic,Master,16.02.2011,Employed,M,25180,Urban,Married,70,21,44,0,9,Personal Auto,Branch
EM89554,Oregon,8617.550432,No,Basic,Bachelor,01.06.2011,Employed,F,48091,Rural,Married,108,30,66,0,9,Personal Auto,Branch
XP50892,Oregon,3940.123576,No,Basic,High School or Below,02.03.2011,Employed,M,92539,Rural,Single,100,1,55,0,1,Corporate Auto,Branch
VH77056,Arizona,2448.765205,No,Basic,Bachelor,14.02.2011,Employed,F,40658,Rural,Married,61,24,79,1,1,Personal Auto,Call Center
JF19701,Arizona,4439.677708,No,Basic,Bachelor,26.01.2011,Employed,M,75453,Rural,Married,112,6,90,0,1,Special Auto,Web
JN49891,Oregon,2534.946955,No,Basic,College,01.04.2011,Employed,M,94003,Suburban,Single,64,14,39,0,1,Personal Auto,Call Center
CX65318,Arizona,17420.56565,No,Extended,Master,14.02.2011,Employed,M,31737,Suburban,Married,218,17,2,0,3,Personal Auto,Agent
HL35876,Washington,2393.915369,No,Basic,College,31.01.2011,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Branch
RD87161,Washington,2681.332102,No,Basic,High School or Below,02.04.2011,Unemployed,F,0,Suburban,Married,71,2,94,1,1,Personal Auto,Branch
CF50291,California,4272.80504,No,Premium,College,20.02.2011,Unemployed,F,0,Suburban,Single,114,0,75,0,1,Personal Auto,Call Center
VF35858,California,15284.33065,No,Basic,Bachelor,16.02.2011,Employed,M,48885,Suburban,Married,190,31,90,0,9,Personal Auto,Web
XG55762,Nevada,20186.34693,No,Extended,Bachelor,02.12.2011,Unemployed,F,0,Suburban,Single,79,14,22,0,2,Corporate Auto,Branch
EC28314,California,4984.618655,No,Basic,Bachelor,01.11.2011,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Call Center
GR53936,Oregon,5246.278375,No,Basic,Bachelor,21.01.2011,Employed,F,28909,Suburban,Married,66,15,66,0,8,Corporate Auto,Agent
DV51398,California,8827.229838,No,Extended,High School or Below,15.02.2011,Unemployed,M,0,Suburban,Single,123,35,38,1,3,Personal Auto,Branch
YF81002,Oregon,3269.013926,No,Extended,College,02.11.2011,Employed,M,26140,Suburban,Married,84,23,37,1,1,Personal Auto,Branch
YM20358,Oregon,16979.79757,No,Basic,Bachelor,17.01.2011,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal Auto,Call Center
AZ75509,Arizona,2479.920134,No,Basic,Bachelor,14.01.2011,Employed,F,31678,Rural,Married,63,7,3,0,1,Personal Auto,Branch
No93155,Arizona,7200.566588,No,Basic,Master,02.12.2011,Disabled,M,28245,Suburban,Married,62,0,16,0,2,Personal Auto,Agent
FG21322,Oregon,7917.119912,No,Basic,Bachelor,22.01.2011,Unemployed,F,0,Suburban,Single,72,0,97,0,2,Personal Auto,Web
GO44613,Nevada,24061.11048,No,Basic,High School or Below,23.01.2011,Medical Leave,F,19168,Suburban,Married,106,12,54,1,2,Personal Auto,Branch
ZW93288,California,19160.98994,No,Extended,Master,20.02.2011,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Agent
MS67230,Nevada,23295.06014,No,Basic,College,27.01.2011,Employed,F,86481,Urban,Single,65,9,69,0,2,Corporate Auto,Agent
FQ32742,Arizona,7553.936525,No,Basic,Doctor,24.01.2011,Employed,M,38008,Urban,Divorced,68,12,40,4,2,Personal Auto,Agent
YF30946,California,2405.618791,No,Basic,College,19.02.2011,Employed,M,63032,Suburban,Married,61,5,79,0,1,Personal Auto,Agent
TH69908,Washington,4865.371797,No,Extended,College,25.01.2011,Employed,F,27228,Rural,Married,129,19,61,4,1,Personal Auto,Branch
QA78691,Nevada,16388.09542,No,Basic,Bachelor,13.01.2011,Unemployed,F,0,Suburban,Single,68,5,4,1,2,Personal Auto,Call Center
NL44360,Oregon,2611.14858,No,Basic,Bachelor,23.01.2011,Retired,F,13424,Suburban,Divorced,71,30,78,0,1,Personal Auto,Call Center
HO77809,Oregon,8688.754812,No,Basic,College,27.01.2011,Employed,F,59098,Suburban,Divorced,110,31,73,0,3,Personal Auto,Agent
MC30750,Oregon,13736.1325,No,Premium,Master,13.02.2011,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Web
HU41273,Oregon,8564.768226,No,Basic,High School or Below,17.02.2011,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Agent
VS73599,Arizona,7019.177186,No,Basic,College,23.01.2011,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Agent
TO74000,Oregon,8114.409136,No,Basic,High School or Below,02.08.2011,Employed,M,30595,Suburban,Married,69,22,36,0,2,Corporate Auto,Agent
MS45259,Nevada,4864.382304,No,Basic,College,27.02.2011,Employed,M,88079,Rural,Married,61,16,37,0,3,Personal Auto,Agent
LI45265,Oregon,8569.422637,No,Basic,Bachelor,01.10.2011,Employed,F,99803,Urban,Married,71,1,67,0,2,Personal Auto,Call Center
LK70293,Nevada,17793.60797,No,Premium,High School or Below,18.02.2011,Unemployed,F,0,Suburban,Married,118,26,43,0,2,Personal Auto,Web
FY24370,Oregon,12944.18562,No,Basic,Bachelor,14.02.2011,Unemployed,M,0,Suburban,Single,191,27,49,0,3,Personal Auto,Agent
YE64125,Oregon,2649.207711,No,Basic,College,01.08.2011,Employed,F,36283,Urban,Divorced,68,14,63,1,1,Personal Auto,Call Center
QT39025,Arizona,4582.899414,No,Basic,Bachelor,18.01.2011,Employed,F,66991,Urban,Married,115,1,71,0,1,Personal Auto,Branch
LO15516,California,2691.70088,No,Basic,Bachelor,01.01.2011,Employed,M,34322,Suburban,Married,70,20,46,2,1,Corporate Auto,Agent
FM47139,Oregon,2466.376803,No,Basic,College,20.02.2011,Employed,F,44855,Rural,Married,63,3,71,1,1,Personal Auto,Branch
LW59140,Arizona,9277.472901,No,Premium,Bachelor,01.04.2011,Employed,M,97729,Rural,Married,115,4,48,1,7,Personal Auto,Branch
JA26024,Oregon,4142.561212,No,Premium,High School or Below,25.01.2011,Employed,F,48263,Suburban,Married,104,2,32,0,1,Personal Auto,Branch
YF16441,California,27990.27159,No,Extended,Bachelor,18.01.2011,Employed,F,68343,Suburban,Single,79,20,78,0,2,Personal Auto,Call Center
QT43282,Oregon,9409.143498,No,Basic,Master,25.02.2011,Employed,M,76847,Rural,Single,118,16,52,0,3,Corporate Auto,Call Center
NL17964,Oregon,2581.022016,No,Basic,High School or Below,24.01.2011,Employed,M,35795,Suburban,Married,65,25,53,0,1,Personal Auto,Agent
CD27895,California,7637.111954,No,Basic,Bachelor,14.01.2011,Unemployed,F,0,Suburban,Single,71,1,29,0,2,Personal Auto,Call Center
CF62992,Oregon,2471.077732,No,Basic,High School or Below,16.01.2011,Employed,F,53074,Urban,Married,61,5,86,0,1,Personal Auto,Agent
QK23742,California,2302.818965,No,Basic,College,02.11.2011,Unemployed,F,0,Suburban,Single,63,13,48,0,1,Corporate Auto,Web
UV64489,Arizona,8716.368952,No,Basic,Bachelor,14.02.2011,Employed,F,28743,Suburban,Single,112,9,13,0,3,Personal Auto,Call Center
ED65109,California,5207.985921,No,Basic,College,01.07.2011,Employed,F,81839,Rural,Married,65,23,39,1,4,Personal Auto,Agent
SC40169,Oregon,2719.506996,No,Basic,College,24.01.2011,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Branch
PW88443,Oregon,2452.726922,No,Basic,College,28.01.2011,Employed,F,32764,Suburban,Married,61,30,23,0,1,Personal Auto,Web
YZ38778,Oregon,3829.090645,No,Extended,Master,18.01.2011,Employed,M,74775,Suburban,Divorced,95,18,35,0,1,Personal Auto,Web
EO77382,Arizona,8873.525122,No,Premium,Bachelor,14.02.2011,Employed,F,53503,Suburban,Single,114,3,43,0,7,Personal Auto,Agent
SM42728,California,15925.05739,No,Extended,College,02.02.2011,Employed,M,34455,Suburban,Married,135,8,69,0,2,Personal Auto,Call Center
PX31667,Washington,2952.360309,No,Basic,High School or Below,02.03.2011,Employed,M,52198,Suburban,Married,74,2,62,0,1,Personal Auto,Branch
NC35008,Oregon,15923.95503,No,Extended,College,28.01.2011,Employed,F,64429,Rural,Married,133,1,58,2,2,Personal Auto,Call Center
XC77244,Oregon,7285.030983,No,Basic,High School or Below,28.02.2011,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Agent
UM52895,California,13104.30284,No,Basic,Bachelor,26.01.2011,Employed,F,30130,Suburban,Married,110,22,12,0,2,Personal Auto,Call Center
WV39838,Arizona,2436.839358,No,Basic,College,02.08.2011,Unemployed,F,0,Rural,Married,65,34,84,0,1,Personal Auto,Branch
IT92328,Nevada,9350.872287,No,Premium,High School or Below,22.02.2011,Unemployed,M,0,Suburban,Single,275,3,64,1,1,Corporate Auto,Agent
QD86074,Oregon,9035.671134,No,Premium,High School or Below,21.01.2011,Employed,F,34337,Suburban,Married,113,20,44,0,9,Corporate Auto,Web
WH80404,California,17250.74771,No,Basic,High School or Below,28.01.2011,Employed,M,22276,Suburban,Married,111,19,73,1,2,Personal Auto,Call Center
XH20787,California,2549.080421,No,Basic,College,18.02.2011,Employed,M,52980,Urban,Married,64,33,93,0,1,Personal Auto,Branch
ZU50513,California,8954.840118,No,Basic,Bachelor,31.01.2011,Employed,F,97736,Rural,Married,74,19,22,0,2,Personal Auto,Agent
TW42649,Washington,2467.97792,No,Basic,College,02.01.2011,Unemployed,F,0,Urban,Married,67,0,14,0,1,Corporate Auto,Call Center
QH46481,Washington,7700.619936,No,Basic,High School or Below,26.01.2011,Unemployed,F,0,Suburban,Single,73,18,16,1,2,Corporate Auto,Branch
MQ73697,Nevada,3776.665506,No,Extended,College,21.02.2011,Employed,F,68727,Urban,Married,94,19,76,0,1,Corporate Auto,Call Center
UG48681,Nevada,8044.872393,No,Basic,Bachelor,19.02.2011,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal Auto,Agent
ID58230,California,5029.671927,No,Basic,College,01.02.2011,Employed,F,62271,Rural,Married,63,30,52,0,3,Personal Auto,Agent
DY35486,California,19957.79034,No,Basic,High School or Below,29.01.2011,Unemployed,M,0,Suburban,Single,187,1,7,0,2,Personal Auto,Agent
EP64833,California,6179.699689,No,Extended,High School or Below,26.02.2011,Unemployed,F,0,Suburban,Single,86,12,96,0,8,Corporate Auto,Call Center
MC69755,Washington,5678.050167,No,Extended,Bachelor,19.01.2011,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Agent
ZZ41158,Washington,4089.429492,No,Basic,College,24.02.2011,Employed,M,28506,Suburban,Married,104,27,37,0,1,Personal Auto,Agent
QM59790,Arizona,3142.87734,No,Extended,High School or Below,25.02.2011,Unemployed,F,0,Suburban,Divorced,86,17,35,0,1,Personal Auto,Branch
LL67008,California,22895.34606,No,Extended,Bachelor,20.01.2011,Unemployed,F,0,Suburban,Single,94,14,17,0,2,Corporate Auto,Agent
ZU69163,California,5586.893159,No,Basic,Doctor,21.01.2011,Employed,F,94161,Rural,Married,69,0,65,0,4,Personal Auto,Agent
EB72052,Oregon,12105.29422,No,Basic,College,02.06.2011,Employed,M,33345,Suburban,Divorced,102,34,37,0,2,Personal Auto,Call Center
WA60547,California,11971.97765,No,Premium,College,13.02.2011,Employed,F,64195,Urban,Divorced,158,0,27,4,6,Personal Auto,Branch
RV97631,Oregon,15328.45723,No,Extended,College,02.12.2011,Unemployed,F,0,Suburban,Married,138,1,34,0,2,Corporate Auto,Agent
SS20130,Oregon,5424.256733,No,Basic,Bachelor,27.02.2011,Employed,F,67414,Rural,Married,68,7,37,0,8,Personal Auto,Branch
ZI72165,Arizona,4981.825724,No,Basic,High School or Below,26.01.2011,Employed,M,33176,Suburban,Married,63,22,75,0,3,Corporate Auto,Branch
HD29166,Oregon,14635.45158,No,Extended,Bachelor,27.02.2011,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Call Center
NP30139,Oregon,6862.866306,No,Extended,College,15.01.2011,Employed,M,56779,Suburban,Divorced,86,21,16,0,3,Corporate Auto,Web
FV54537,California,13745.04802,No,Basic,College,01.10.2011,Employed,M,40810,Suburban,Married,114,8,14,0,2,Personal Auto,Branch
SG62327,Nevada,8111.651948,No,Basic,High School or Below,21.02.2011,Employed,M,30622,Suburban,Married,68,22,86,0,2,Corporate Auto,Agent
FX26050,Oregon,22712.02364,No,Basic,Doctor,16.01.2011,Disabled,M,14119,Rural,Married,67,4,53,0,2,Special Auto,Agent
DU50092,Oregon,56675.93768,No,Premium,College,24.01.2011,Employed,F,77237,Suburban,Married,283,33,93,0,2,Personal Auto,Web
EU48798,Nevada,8160.587729,No,Basic,College,21.02.2011,Disabled,F,24980,Suburban,Divorced,71,34,14,0,2,Personal Auto,Web
WE93328,Nevada,3919.366722,No,Extended,High School or Below,01.05.2011,Employed,F,66676,Suburban,Married,97,0,40,0,1,Corporate Auto,Agent
KP83069,California,7286.155383,No,Basic,High School or Below,01.08.2011,Unemployed,F,0,Suburban,Single,69,4,83,1,2,Personal Auto,Branch
GO56075,Oregon,7589.634,No,Basic,High School or Below,24.01.2011,Unemployed,M,0,Suburban,Married,69,30,97,0,2,Personal Auto,Branch
DI19952,Arizona,9032.370378,No,Extended,Bachelor,01.08.2011,Unemployed,F,0,Rural,Married,82,24,21,0,2,Personal Auto,Branch
SV58690,California,5555.556089,No,Basic,Bachelor,25.01.2011,Employed,M,41853,Rural,Single,71,17,51,0,3,Personal Auto,Agent
RF35142,Nevada,8257.666512,No,Basic,Bachelor,01.12.2011,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Personal Auto,Call Center
CU69816,California,2721.749756,No,Basic,Bachelor,22.02.2011,Medical Leave,M,22885,Suburban,Married,73,20,46,0,1,Corporate Auto,Web
JM67025,Nevada,5230.092742,No,Basic,High School or Below,01.02.2011,Employed,M,32630,Urban,Married,66,26,40,0,3,Personal Auto,Call Center
OB69329,California,6273.911874,No,Extended,College,16.02.2011,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Branch
GF19726,Oregon,5866.068903,No,Basic,High School or Below,02.10.2011,Employed,M,75952,Suburban,Married,73,5,17,0,3,Personal Auto,Branch
FH39427,Nevada,8802.188243,No,Basic,Bachelor,29.01.2011,Employed,M,96390,Urban,Married,73,17,47,0,2,Corporate Auto,Agent
VM69145,California,8722.895091,No,Basic,College,17.01.2011,Employed,F,25680,Urban,Divorced,73,10,93,0,2,Personal Auto,Agent
GN76399,Nevada,8178.521899,No,Premium,Bachelor,02.06.2011,Unemployed,M,0,Suburban,Single,112,17,29,0,7,Personal Auto,Call Center
IV94496,Nevada,43217.21611,No,Extended,High School or Below,27.01.2011,Employed,M,51504,Suburban,Single,220,30,99,0,2,Personal Auto,Agent
NM91640,Oregon,2442.216651,No,Basic,High School or Below,01.07.2011,Unemployed,M,0,Suburban,Single,74,15,9,3,1,Personal Auto,Branch
DS46955,California,2919.710443,No,Basic,Master,01.02.2011,Employed,F,41456,Urban,Married,73,11,19,0,1,Personal Auto,Branch
LU82585,Nevada,6366.225775,No,Extended,High School or Below,01.07.2011,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Call Center
QX31376,Oregon,17114.32815,No,Extended,Master,01.04.2011,Employed,F,70961,Suburban,Married,85,19,8,0,2,Corporate Auto,Agent
SQ36805,Oregon,2395.57,No,Basic,Doctor,27.01.2011,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Branch
UY57856,Oregon,2987.949471,No,Extended,College,27.02.2011,Unemployed,F,0,Suburban,Single,83,14,22,0,1,Corporate Auto,Branch
